"user_id","gender","age","following_cnt","pay_count","parcel_post_count","transfer_count","chat_count"
585033,"2",41,5,0,56,0,0
10861513,"0",0,0,0,0,0,0
10329841,"0",0,2,0,0,0,0
9786864,"1",16,0,0,0,0,0
588600,"1",28,5,0,0,0,1
9797336,"1",19,2,0,0,0,0
9794776,"2",49,3,0,0,0,0
10833008,"1",20,1,0,0,0,0
716129,"0",0,102,0,0,0,0
728033,"1",34,0,2,0,0,0
10843816,"1",14,0,0,0,0,0
738401,"1",22,2,0,0,0,0
648184,"0",0,5,0,0,0,0
10991105,"0",0,1,0,0,0,0
10874760,"1",22,4,0,0,0,0
674904,"0",0,2,0,0,0,0
9876520,"1",57,0,0,0,0,0
10927784,"1",27,0,0,0,0,0
10928560,"1",22,4,3,0,0,0
10389128,"2",50,1,0,0,0,0
9892344,"1",48,2,0,0,0,0
10933112,"2",35,1,2,5,0,0
10937320,"1",50,0,1,0,0,0
9906168,"0",0,0,0,0,0,0
10954344,"1",38,0,0,0,0,0
10973680,"1",17,0,0,0,0,0
10452416,"0",0,0,0,0,0,0
10978648,"1",24,0,0,0,0,0
9953232,"0",0,0,0,0,0,0
10983944,"2",38,0,0,0,0,0
735152,"1",27,0,0,0,0,0
773184,"1",26,31,1,0,0,0
9992832,"1",47,0,2,2,0,0
10479536,"1",37,8,0,0,0,0
11043864,"1",34,0,0,0,0,0
10013432,"1",28,0,0,0,0,0
11037736,"1",37,0,0,0,0,0
789168,"1",26,0,0,0,0,0
10028616,"1",17,0,0,0,0,0
849856,"0",0,1,0,0,0,0
11085136,"2",34,0,3,9,0,0
11098296,"2",50,0,2,1,0,0
11138128,"2",16,1,3,0,0,0
11114120,"1",37,0,0,0,0,0
11115768,"1",53,0,0,0,0,1
11117200,"0",0,10,0,0,0,0
10132352,"2",58,8,10,0,0,1
919808,"1",27,32,4,52,0,2
10637632,"2",40,0,1,2,0,0
10092992,"0",0,0,0,0,0,0
11178504,"2",51,2,10,38,0,0
10149472,"1",52,1,4,0,0,0
10622328,"2",33,6,1,37,0,0
11025649,"0",0,0,0,0,0,0
10158312,"0",0,0,0,0,0,0
958912,"1",26,0,0,0,1,0
10640752,"1",27,1,0,0,0,1
932136,"1",32,1,0,0,0,0
787745,"2",40,0,0,0,0,0
11041377,"1",22,1,0,0,0,0
9993033,"1",30,0,14,1,0,0
10695568,"1",15,2,0,0,0,0
10167552,"0",0,1,0,0,0,0
10673464,"1",53,1,0,0,0,0
10683520,"1",32,51,22,0,0,1
10763737,"1",15,1,0,0,0,1
10692376,"2",52,1,0,0,0,0
10218416,"0",34,1,0,0,0,0
11260144,"1",32,0,16,0,0,0
10700288,"1",23,0,0,0,0,0
9695393,"1",25,0,0,0,0,0
802657,"1",42,2,0,0,0,0
513281,"1",25,3,0,0,0,0
10713008,"0",0,1,0,0,0,0
10715672,"2",15,0,0,0,0,0
10735184,"2",49,1,1,0,0,0
9704057,"0",0,0,0,0,0,0
